"org_ID","parent_ID","code","finance_code","name","name_short_30","name_short_15","org_type_ID","org_type","active","location_address1","location_address2","location_address3","location_city","location_state","location_zip","location","location_zip_ext","location_phone","location_fax","location_email","location_web_site","contact_title_ID","title","user_firstname","user_middlename","user_lastname","user_suffix","contact_ID","fullname","role_name","role_ID","contact_phone","contact_phone2","contact_phone3","contact_fax","contact_email","group_ID","listing_order","sch_sub_type_ID","sch_sub_type_name","role_sort_order","source"
"703","","21501","","Salve Regina University","Salve Regina University","Salve Regina","2","School","Y","100 Ochre Point Avenue","","","Newport","RI","02840","Newport, RI  02840","","(401) 341-2337","(401) 847-4150","","www.salve.edu","27","President","Jane","","Gerety","RSM","2706","DR. Jane  Gerety, RSM","Principal","2","(401) 847-6650","","","(401) 847-4150","","","","10","Private Colleges and Universities","5","RIDE_Mar 13 2023 12:58PM"
"3202","42","70501","","Bard College","Bard College","Bard College","2","School","Y","84 Alford Road","","","Great Barrington","MA","01230","Great Barrington, MA  01230","","(800) 235-7186","","bardacademy@simons-rock.edu","","426","Dean of Academics","Patricia","","Sharpe","","4535","Patricia  Sharpe","Principal","2","(413) 528-7240","","","","psharpe@simons-rock.edu","","","24","State Colleges and Universities","5","RIDE_Mar 13 2023 12:58PM"
"3215","42","70504","","Central Maine Community College","Central Maine Community Colleg","CMCC","2","School","Y","1250 Turner Street","","","Auburn","MN","04210","Auburn, MN  04210","","(207) 755-5100","","enroll@cmcc.edu","http://www.cmcc.edu/Home.aspx#.WEcnZPkrKUk","","","","","","","","  ","","","(207) 755-5100","","","","enroll@cmcc.edu","","","24","State Colleges and Universities","","RIDE_Mar 13 2023 12:58PM"
"590","2950","17501","","Community College of R.I. - Flanagan Campus","Community College of R.I.","CCRI-Lincoln","2","School","Y","1762 Louisquisset Pike","","","Lincoln","RI","02865","Lincoln, RI  02865-4585","4585","(401) 333-7000","(401) 333-7111","","www.ccri.edu","27","President","Ray","M.","Di Pasquale","","527","Ray M. Di Pasquale","Principal","2","(401) 333-7000","","","(401) 333-7111","","","","24","State Colleges and Universities","5","RIDE_Mar 13 2023 12:58PM"
"1375","2950","35501","","Community College of R.I. - Knight Campus","Community College of R.I.","CCRI","2","School","Y","400 East Avenue","","","Warwick","RI","02886","Warwick, RI  02886-1807","1807","(401) 825-1000","(401) 825-2166","","www.ccri.edu","27","President","Ray","M.","Di Pasquale","","1207","Ray M. Di Pasquale","Principal","2","(401) 825-1000","","","(401) 825-2166","","","","24","State Colleges and Universities","5","RIDE_Mar 13 2023 12:58PM"
"1108","2950","28507","","Community College of R.I. - Liston Campus","Community College of RI - List","CCRI-Providence","2","School","Y","One Hilton Street","","","Providence","RI","02905","Providence, RI  02905-2304","2304","(401) 455-6000","(401) 455-6190","","www.ccri.edu","27","President","Ray","M.","Di Pasquale","","974","Ray M. Di Pasquale","Principal","2","(401) 455-6000","","","(401) 455-6190","","","","24","State Colleges and Universities","5","RIDE_Mar 13 2023 12:58PM"
"705","2950","21503","","Community College of R.I.-Newport County Campus","Community College of RI-New","CCRI-Newport","2","School","Y","One John H. Chafee Blvd.","","","Newport","RI","02840","Newport, RI  02840-1096","1096","(401) 851-1600","(401) 851-1662","","www.ccri.edu","27","President","Ray","M.","Di Pasquale","","607","Ray M. Di Pasquale","Principal","2","(401) 851-1600","","","(401) 851-1662","","","","24","State Colleges and Universities","5","RIDE_Mar 13 2023 12:58PM"
"3206","42","70502","","Dean College","Dean College","Dean College","2","School","Y","99 Main St","","","Franklin","MA","02038","Franklin, MA  02038","","(877) 879-3326","","admissions@dean.edu","www.dean.edu/contact_admissions.aspx","","","","","","","","  ","","","(877) 879-3326","","","","admissions@dean.edu","","","24","State Colleges and Universities","","RIDE_Mar 13 2023 12:58PM"
"1106","","28505","","Rhode Island College                              ","Rhode Island College          ","RIC            ","2","School","Y","600 Mt. Pleasant Avenue       ","","","Providence","RI","02908","Providence, RI  02908","","(401) 456-8101","(401) 456-8287","                                                  ","www.ric.edu                                                           ","27","President","Nancy","","Carriuolo","","2311","Dr. Nancy  Carriuolo","Principal","2","(401) 456-8101","","","(401) 456-8287","                                                  ","","","24","State Colleges and Universities","5","RIDE_Mar 13 2023 12:58PM"
"3210","42","70503","","University of California","University of California","Unv California","2","School","Y","1111 Franklin Street","","","Oakland","CA","94607","Oakland, CA  94607","","(510) 987-9200","","President@ucop.edu","","27","President","Janet","","Napolitano","","4555","Janet  Napolitano","Principal","2","(510) 987-9200","","","","President@ucop.edu","","","24","State Colleges and Universities","5","RIDE_Mar 13 2023 12:58PM"
"3604","42","70507","","University of Iowa","University of Iowa","University Iowa","2","School","Y","Iowa City","","","Iowa","IA","52242","Iowa, IA  52242","","(319) 335-3500","","","","","","","","","","","  ","","","(319) 335-3500","","","","","","","24","State Colleges and Universities","","RIDE_Mar 13 2023 12:58PM"
"1220","","32501","","University of Rhode Island","University of Rhode Island","URI","2","School","Y","Green Hall","35 Campus Avenue","","Kingston","RI","02881","Kingston, RI  02881","","(401) 874-1000","(401) 874-7149","","","27","President","David","M","Dooley","","2702","Dr. David M Dooley","Principal","2","(401) 874-1000","","","(401) 874-7149","ddooley@advance.uri.edu","","","24","State Colleges and Universities","5","RIDE_Mar 13 2023 12:58PM"
"2385","","28508","","URI/Alan Shawn Feinstein College of Continuing Education","URI/Alan Shawn Feinstein","URI/Alan Shawn","2","School","Y","80 Washington Street","","","Providence","RI","02903","Providence, RI  02903","","(401) 277-5489","(401) 277-5099","","www.uri.edu/prov","133","Vice Provost/Urban Programs","John","H.","McCray","Jr.","1678","Dr. John H. McCray, Jr.","Principal","2","(401) 277-5489","","","(401) 277-5099","","","","24","State Colleges and Universities","5","RIDE_Mar 13 2023 12:58PM"
